Compte;libellé;sens;Numéro Agence SCE
3453________;Autres créances dout.depuis plus de 2 an;Débit;9
345300000000;AUT.CREAN.DOUT.>2 ANS;DEBIT;9
345300010000;AUT. CREAN/ DOUT. > 2 ANS;DEBIT;9
345800010000;CREAN. IRRECOUV/GROUPE OU PARTIES LIEES;DEBIT;9
345900010000;AUT. CREAN. IRRECOUV.;DEBIT;9
346_________;CREANCES IMPAYEES/CREDIT BAIL;DEBIT;NULL
346000000000;CREANCES IMPAYEES/CREDIT BAIL;DEBIT;9
346000020000;CREANC. IMPAYEES C.B IMMOB.<OU=3 MOIS;DEBIT;9
347_________;CREANCES DOUTEUSE/CREDIT BAIL;DEBIT;NULL
347000000000;CREANCES DOUTEUSE/CREDIT BAIL;DEBIT;9
347000020000;CREANCES DOUT/C.B IMMOBILIER;DEBIT;9
351_________;BON DE CAISSE;MIXTE;NULL
351001000000;BON DE CAISSE N°3611001 KA;MIXTE;9
351002000000;BON DE CAISSE N°3613001 KA;MIXTE;9
351003000000;BON DE CAISSE N°3614001 KA;MIXTE;9
351004000000;BON DE CAISSE N°3615001 AKD;MIXTE;9
351005000000;BON DE CAISSE N°3616001 AKD;MIXTE;9
359100000000;DETTES RATTACHEES SUR B.C.;MIXTE;9
36__________;DEPOTS A TERMES;CREDIT;NULL
361_________;DEPOTS A TERME;CREDIT;9
361100000000;D.A.T ALBERT KOUINCHE ;CREDIT;9
361200000000;D.A.T ABDEL KADER DIEYE;CREDIT;9
361300000000;D.A.T ALBERT KOUINCHE  N°2;CREDIT;9
361400000000;D.A.T ALBERT KOUINCHE N°3;CREDIT;9
361500000000;D.A.T ABDEL KADER DIEYE N°2;CREDIT;9
361600000000;D.A.T ABDEL KADER DIEYE N°3;CREDIT;9
361711000000;DAT HOP SERVICES N°542711;CREDIT;NULL
361740000000;DAT ATLANTIQUE INSURANCE N°54274;CREDIT;NULL
361780000000;DAT UFY PAY N°54278;CREDIT;NULL
361790000000;DAT CNPS N°54279;CREDIT;NULL
369100000000;DETTE RATTACHEES ;CREDIT;9
37__________;DECOUVERT & COMPTE CREDITEURS A VUE;Débit;9
371_________;COMPTES COURANTS;Débit;9
3710________;AUTRES PRETS;Débit;9
371000601500;CC PERSONNEL PAGNES;DEBIT;9
376_________;LOYER CREDIT BAIL A ATTENTE DE SORT;DEBIT;NULL
376000000000;LOYER CREDIT BAIL EN ATTENTE DE SORT;DEBIT;9
377_________;DEPOT CLTELEE/OPERAT° CREDIT BAIL;DEBIT;NULL
377000000000;DEPÖT DE GARANTIE/OPERAT° CREDIT BAIL;CREDIT;9
38__________;AUTRES CPTES  CLIENTELE;Débit;9
382_________;COMPTES BLOQUES;Crédit;9
382100000000;COMPTES BLOQUES;CREDIT;9
383_________;AVOIRS EN COURS DE PRESCRIPTION;Crédit;9
384_________;AUTRES SOMMES DUES A LA CLTELE;Crédit;9
384000000000;ENCTS EN ATTENTE D'AFFECTATION;MIXTE;9
384001000000;ENCTS EN ATTENTE KT & CO;MIXTE;9
384007000000;ENCTS EN ATTENTE DJEMO BTP;MIXTE;9
384008000000;ENCTS EN ATTENTE MEKOGECAM;MIXTE;9
384009000000;ENCTS EN ATTENTE GHF;MIXTE;9
384010000000;ENCTS EN ATTENTE ZALI;MIXTE;9
384011000000;ENCTS EN ATTENTE SCTS;MIXTE;9
384011800000;COMPTE D'ATTENTE ABBA;MIXTE;9
384012000000;ENCTS EN ATTENTE C.F.K;MIXTE;9
384013900000;ENCT EN ATTENTE BAYIWALA JEAN;MIXTE;9
384028000000;ENCT EN ATTENTE PHARM.CHAPELLE;MIXTE;9
384033000000;ENCTS EN ATTENTE BINAM;MIXTE;9
384037000000;ENCTS EN ATTENTE ETS FODEM;MIXTE;9
384044000000;ENCTS EN ATTENTE COPRES SARL;MIXTE;9
384047000000;ENCTS EN ATTENTE CARAVANE EXP.;MIXTE;9
384052000000;ENCTS EN ATTENTE AL-FIKRA;MIXTE;9
384057000000;ENCTS EN ATTENTE TCI SARL;MIXTE;9
384059000000;ENCTS EN ATTENTE ETS YAOUBA MANA;MIXTE;9
384066000000;ENCTS EN ATTENTE ETS THIGABA;MIXTE;9
384073000000;ENCTS EN ATTENTE ETS NKONGSAMBA EXP;MIXTE;9
384078000000;ENCTS EN ATTENTE ETS OUMAROU HALILOU;MIXTE;9
384079000000;ENCTS EN ATTENTE ETS OUSMANOU;MIXTE;9
384085000000;ENCTS EN ATTENTE TRANSCAMEROUN SARL;MIXTE;9
384090000000;CPTE D'ATTENTE QUINC NVELLE;MIXTE;9
384091009000;ENCTS EN ATTENTE KINGDOM'S G.B;MIXTE;9
384092000000;ENCTS EN ATTENTE CATRAMP;MIXTE;9
384093000000;ENTS EN ATTENTE GESPROS SARL;MIXTE;9
384100000000;CPTE DE REGUL.CLIENTS DIVERS;MIXTE;9
384104000000;CPTE D'ATTENETE YAOU AUTOMOBILE;MIXTE;9
384105000000;ENCTS EN ATTENTE ETS MOHAMADOU S;MIXTE;9
384106000000;ENCTS EN ATTENTE MERYLAND SARL;MIXTE;9
384110000000;COMPTE DE REGUL. CLIENTS DECEDES;MIXTE;9
384110100000;ENCTS EN ATTENTE TRANSAO SARL;MIXTE;9
38412_______;TOTAL TRANSIT  CRCD ;Crédit;9
384120000000;TRANSIT CPTE DE REGUL. CLT DIVERS CRCD ;MIXTE;9
384127000000;ENCT EN ATTENTE GRACOVIR;MIXTE;9
384134000000;COMPTE D'ATTENTE SAGEL NEGOCE;CREDIT;9
384138000000;CPTE D'ATTENTE FORCE DES AMIS;MIXTE;9
384200000000;CLIENTS VIRES SCE;MIXTE;9
384210000000;COMPTE BV CLIENT A REVERSER;MIXTE;9
384220000000;TRANSIT CLIENTS DECEDES;MIXTE;9
384230000000;CLIENTS COMPTES SANS BANQUE;CREDIT;9
386110000000;AUTRES SOMMES DUE PAR LA CLTELE;MIXTE;9
387_________;VALEUR NON IMPUTEES;CREDIT;NULL
387000000000;VALEURS NON IMPUTEES;MIXTE;9
39__________;PROV.DEPREC.CLIENTELE;Crédit;9
394_________;PROV/CREAN.DOUT.NON COUV;Crédit;9
394100000000;PROV AUT.CREAN.DOUT<1AN;Crédit;9
394100010000;PROV. CREAN. DOUT. COUV. GARANT. ELIG<OU=1AN;CREDIT;9
394200000000;PROV/.CREAN.DOUT. COUV. GARANT. ELIG>1AN<= 2ANS;CREDIT;9
394300000000;PROV/CREAN.DOUT. COUV. GARANT ELIG>2ANS<= 3ANS;CREDIT;9
394400000000;PROV. CREANC. DOUT. COUV. GARANT ELIG>3 ANS;CREDIT;9
395_________;provisions sur autres créances douteuses;Crédit;9
3951________;provisions sur autr.créances - d'un an;Crédit;9
395100000000;provisions sur autres créances - d'un an;CREDIT;9
395100010000;PORV. AUT. CREAN. DOUT. < 1 AN;CREDIT;9
395110000000;PROVISIONS SUR CREANCES E'SES -1AN;CREDIT;9
3952________;provisions sur autres créances - 2 ans;Crédit;9
395200000000;provisions sur autres créances - 2 ans;CREDIT;9
395200010000;PROV. AUT. CREAN. DOUT. < 2 ANS;CREDIT;9
395210000000;PROV/CREANCES DOUTEUSES E'SES >1AN>=2AN;CREDIT;9
3953________;provisions sur autres créances + 2 ans;Crédit;9
395300000000;provisions sur autres créances + 2ans;CREDIT;9
395310000000;PROV/CREANCES DOUTEUSES E'SES >2AN;CREDIT;9
397100000000;PROV/CREANCES DOUTEUSES CREDIT BAIL;CREDIT;9
4___________;CPTES DE TIERS ET DE REGULARISATION;Mixte;9
40__________; FOURNISSEURS;Mixte;9
401100000000;RET. GARANTIE/FOURNISSEUR;CREDIT;9
402_________;AVANCES ET ACOMPTES VERSES AUX F/SSEURS;CREDIT;9
402100000000;AVANCE/ET ACOMPTE VERSES/FSSEURS;CREDIT;9
402110000000;AVCE FSSEURS SCEI SARL;DEBIT;9
402120000000;AVCE/CONSTRUCTION R+6 DOUALA;DEBIT;9
402130000000;AVANCE FSSEUR HOP;MIXTE;9
4031________;TOTAL F/SSEURS MSES;Crédit;9
403100001000;C.M.C;CREDIT;9
403100008500;AFRIQUE CONSTRUCTION;CREDIT;9
403100010000;BOB MEUBLES;CREDIT;9
403100023000;EZONE ELECTRONICS;MIXTE;9
403100025000;CAMI TOYOTA;CREDIT;9
403100026000;TRACTAFRIC MSES;CREDIT;9
403100027000;HANSON CAMEROUN MSES;CREDIT;9
403100028000;WERBER TRADING ETS;MIXTE;9
403100029000;ALUCAM;MIXTE;9
403100031500;CAMCI;CREDIT;9
403100032600;C .E. P;CREDIT;9
403100068100;ETRIELCAM ( NDZENGUE );CREDIT;9
403100077000;SLYX- LIEBHERR S.A.;CREDIT;9
403100077500;FOKOU;CREDIT;9
403100080000;FAYADORT;CREDIT;9
403100111900;JACO SA;CREDIT;9
403100179800;LE POINT- HABILLE SARL;CREDIT;9
403100185600;STE  ( ARNO);CREDIT;9
403100185700;A T E M;CREDIT;9
403100186000;SATCOM;CREDIT;9
403100190000;SOCSUBA;CREDIT;9
403100218500;BISSOU BILONG JONAS;CREDIT;9
403100238100;NZIKO;CREDIT;9
403100239100;DACAM;CREDIT;9
403100239700;TAC   SARL;CREDIT;9
403100239800;INTEK MSES;CREDIT;9
403100240400;CIMENCAM;CREDIT;9
403100240900;TSEKENIS;CREDIT;9
403100242000;ETS CONFORAMA;CREDIT;9
403100246000;ABEGA SARL;CREDIT;9
403100339300;SOREPCO;CREDIT;9
403100339700;SOCIPEC;CREDIT;9
403100360000;ORANGE CAMEROUN;CREDIT;9
403100370000;MAGIC BOIS ;MIXTE;9
403100380000;BERNABE CAMEROUN;CREDIT;9
403100390000;STE DEE-LITE;CREDIT;9
403100400000;SAGA (DOUANES, TRANSIT ASSURANCE);CREDIT;9
403100402000;SCE IMPORT;CREDIT;9
403100410000;AFRILEC SARL;CREDIT;9
403100470000;WIRELESS TECHNOLOGY INVENT;CREDIT;9
403100500000;LES MAISONS YOKE;CREDIT;9
403100512000;MAISON DG SARL;MIXTE;9
403100610000;SCIMPOS;CREDIT;9
403100620000;BUSINESS LINK INTERNATIONAL;CREDIT;9
403100630000;O.A POLY ENGINEERING;MIXTE;9
403100640000;ETS BERLIN;CREDIT;9
403100650000;COMPLEXE INDUSTRIEL DU CENTRE;CREDIT;9
403100670000;AFRILUX S.A;CREDIT;9
403100680000;OAPE SARL;MIXTE;9
403100690000;TKS MULTISERVICES;MIXTE;9
403100700000;CHINA MALL;MIXTE;9
403100812500;F/SS FACT A RECEVOIR;CREDIT;9
403101000000;FOURNISSEUR MSES DIVERS;CREDIT;9
403102000000;BERNABE- CAMEROUN;CREDIT;9
403102001000;TRACTAFRICS MOTORS ;MIXTE;9
403102002000;STE FOKOU BERTOUA;CREDIT;9
403102003000;STE FOKOU EBOLOWA;CREDIT;9
403102004000;STE FOKOU GAROUA;CREDIT;9
403102005000;STE FOKOU MAROUA;CREDIT;9
403102006000;STE FOKOU KRIBI;CREDIT;9
403102007000;STE FOKOU NGDERE;CREDIT;9
403102009000;STE FOKOU MESSA YDE;CREDIT;9
403102011000;STE FOKOU BAMENDA;CREDIT;9
403102012000;STE FOKOU BUEA;CREDIT;9
403102013000;STE FOKOU DOUALA;CREDIT;9
403102018000;STE FOKOU BAFOUSSAM;CREDIT;9
403102100000;ALLIANZ ASSURANCE;CREDIT;9
403102200000;C.A.J.E.D;MIXTE;9
403103100000;COPRES SARL;CREDIT;9
403103200000;ETS GAELLE;CREDIT;9
403106800000;ETS LE TRIO;CREDIT;9
403106900000;KTM CAMEROUN;CREDIT;9
403107000000;ETS TCHAPI EXPRESS SERVICES;CREDIT;9
403107100000;STE COGENI-CAMEROUN;CREDIT;9
403107200000;ETS PASSION OF WOOD;MIXTE;9
403107300000;GRAND BAZAR SARL;MIXTE;9
403108000000;GLOBAL SYSTEM FOR COMMUNICATION;CREDIT;9
403108100000;STE TECHNICS LTD;CREDIT;9
403108200000;LA BELIEZE LA PAZ SARL;CREDIT;9
403108300000;SMALTO;CREDIT;9
403108400000;RELIANCE PLUS;CREDIT;9
403108500000;VISION CONFORT;CREDIT;9
403108600000;TEXYS SARL;CREDIT;9
403108700000;INTERNATIONAL BUSINESS CORPORATION S.A;CREDIT;9
403108800000;ENTREPRISE DE TRANSIT ET DE SERVICES;CREDIT;9
403108900000;STE ESPOIR QUINCAILLERIE;CREDIT;9
403109030000;CASERNE DE MEUBLES;CREDIT;9
403109100000;ORCA;CREDIT;9
403109101000;INNOVATION ET PAYSAGE CAMEROUN;CREDIT;9
403109102000;E.N.E.M;CREDIT;9
403109103000;SOCIETE QUIFEROU CAMEROUN;CREDIT;9
403109104000;BURCAM S.A;CREDIT;9
403109105000;ARCELIK;CREDIT;9
403109106000;KENTEKSPORT DAYANIKLI;CREDIT;9
403109107000;DEFY;CREDIT;9
403109130000;SOCIETE ICE;MIXTE;NULL
403109200000;SOAFRIC;CREDIT;9
403109201000;SUPER TRONICS MSES;MIXTE;9
403109300000;QUINCAILLERIE NOUVELLE;CREDIT;9
403109310000;SOCIETE ICE;MIXTE;NULL
403109400000;CEMENT DISTRIBUTOR;CREDIT;9
403109500000;GROUPE T & D INTERNATIONAL;CREDIT;9
403109600000;NOFIK COMPUTER SARL;CREDIT;9
403109700000;GRPE T&D INTERNATIONAL SARL;CREDIT;9
403109800000;FREE LAND;CREDIT;9
403109890000;SHIVA SARL;CREDIT;9
403109900000;ETS SUPER TRONICS;CREDIT;9
403109910000;DIVERS PARTENAIRES;CREDIT;9
403109920000;DINO & FILS SARL;CREDIT;9
403109940000;GENERAL SAFETY COIMPANY;CREDIT;9
403109950000;YANDALUX;CREDIT;9
403109960000;QUINCAILLERIE REGIONALE BERTOUA;CREDIT;9
403109970000;DEC MOTORS;CREDIT;9
403109980000;BATIRAMA SARL;CREDIT;9
403109990000;I-STORE;CREDIT;9
403109991000;ROTANAS HOUSE;CREDIT;9
403109992000;EXPRESS UNION FINANCES (CART SIMPLY);CREDIT;9
403109993000;GROTRANS ;CREDIT;9
403109994000;CENTRE AUTO CAMEROUN SARL M'SES;CREDIT;9
403109995000;MPOWER CAMEROUN;CREDIT;9
403109996000;GLOBAL SURFACE STORE;CREDIT;9
403109997000;ALUBASSA;MIXTE;9
403109998000;SONECOMX (STE DE NEGOCE ET COMMERCE) SARL;MIXTE;9
40311_______;F/SS REGLT A TERME;Crédit;9
403110000000;FSSEURS FACT. NON PARVENUES;MIXTE;9
403111000000;F/SS REGLT <OU= 1 MOIS;CREDIT;9
403112000000;F/SS REGLT <OU= 3 mois;CREDIT;9
403113000000;F/SSEUR REGLT <OU= 6 MOIS;CREDIT;9
403114000000;F/SSEUR REGLT<OU= 12 MOIS;CREDIT;9
403115000000;F/SS REGLT <OU= 5 ANS;CREDIT;9
403125489560;COSETTRA;MIXTE;9
4032________;TOTAL  FOURNISSEUR  FGI;Crédit;9
403200000000;RET.GARANTIE F/SS;CREDIT;9
403200000300; DACAM FGX;CREDIT;9
403200000310;C A A(CAISSE AUTONOME D'AMORTISSEMENT);CREDIT;9
403200000400;ABG SERVICES & MAINTENANCES;MIXTE;9
403200000500;CONSEIL NATIONAL CREDIT;CREDIT;9
403200000510;ETUDE MAITRE ELOUNDOU;CREDIT;9
403200000600;SNAC;CREDIT;9
403200000700;CENTRE HOSPITALIER ESSOS;CREDIT;9
403200000800;FOGADAC;CREDIT;9
403200000900;SONEL;CREDIT;9
403200001200;S.G.B.C;CREDIT;9
403200001700;IWOMI TECHNOLOGIES ;NULL;9
403200002000;C D E;CREDIT;9
403200002100;D I G E;CREDIT;9
403200002600;M P C IMPRIM.MOORE PARAG.;CREDIT;9
403200002800;AEROFEU N°E4FT 000067M;CREDIT;9
403200003300;AFRICA SECURITY CAMEROUN;CREDIT;9
403200003400;LE FINANCIER D' AFRIQUE;CREDIT;9
403200003500;MH CONSULT;CREDIT;9
403200004500;ETS G I C MUPRESY;CREDIT;9
403200004600;GM MULTISERVICES;MIXTE;9
403200004700;STÉ  LIPALI SERVICES;CREDIT;9
403200004800;BUSNESS LINK FGX;CREDIT;9
403200004900;GM MULTI SERVICES;MIXTE;9
403200005000;APECCAM;CREDIT;9
403200005200;CABINET MEDICAL SOLIDARITE;CREDIT;9
403200005300;DJUKOM VICTORINE;CREDIT;9
403200010600;ETS LIPALI;CREDIT;9
403200013300;ETS NGONG ET FILS;MIXTE;9
403200013400;SODAB CREATIVE;MIXTE;9
403200013500;ETUDE ME FOUMANE;CREDIT;9
403200013600;ME BILONG  JEAN  CALVIN;CREDIT;9
403200013700;ME BILONG MINKA JEANNETTE;CREDIT;9
403200013800;CERIMA SARL;CREDIT;9
403200013900;ME PENGUEN SEVERIN;MIXTE;9
403200014000;ME EBOO EBOO;MIXTE;9
403200023700;B I C I C  SANGMELIMA;CREDIT;9
403200024800;FIDUCIA;CREDIT;9
403200025700;C AMEX;CREDIT;9
403200025800;KG CONSULTING;CREDIT;9
403200026600;ME ENAW ABUNAW;CREDIT;9
403200031400;CAMI TOYOTA;CREDIT;9
403200034000;CONTACT PROTECTION SECUR.;CREDIT;9
403200058900;SALON INTERNATIONAL DE L'EN/SES(PROMOTE);CREDIT;9
403200059100;ERNEST & YOUNG;CREDIT;9
403200060300;ETS MOUNTAIN HORIZON SERVICE;CREDIT;9
403200061100;EFFIOM;CREDIT;9
403200071000;DJEUGA PALACE HOTEL;CREDIT;9
403200078400;GRAND M S.AR.L;CREDIT;9
403200079400;ORANGE CAMEROUN SA;CREDIT;9
403200097500;FUSTEL;CREDIT;9
403200098500;INTER VOYAGE;CREDIT;9
403200105100;HOTEL IBIS;CREDIT;9
403200108100;CAMTEL;CREDIT;9
403200121600;KOUANGA;CREDIT;9
403200149600;OCEAN SECURITE;CREDIT;9
403200152500;NDEH PETER;CREDIT;9
403200156800;NKOULOU ANNE MARIE;CREDIT;9
403200164500;OUMAROU ISSA LAWANE;CREDIT;9
403200166700;PTT ( CAM TELECOM );CREDIT;9
403200172200;POLYCLINIQUE DOUALA;CREDIT;9
403200175600;ETABLISSEMENTS MESSIE;CREDIT;9
403200187700;CABINET MEDIC. DE LA PAIX;CREDIT;9
403200190100;SATCOM;CREDIT;9
403200191000;SALI  A  BOUBA;CREDIT;9
403200231400;STE CIVILE PROF.AHANDA-NGUINI-KWA-MBETTE;CREDIT;9
403200237100;WAFO BERNARD;CREDIT;9
403200240901;CABINET MEDICAL VALNET;CREDIT;9
403200241200;ESIC;CREDIT;9
403200244000;ARNO ATEM;CREDIT;9
403200244800;INTEK (FGX);CREDIT;9
403200246000;ETS MMG;CREDIT;9
403200247000;STE CIVIL PROF.DHONGTSOP;CREDIT;9
403200248000;J.P.M CAMEROUN;CREDIT;9
403200257000;PLANETE-MEDIA;CREDIT;9
403200258000;ARFAJE SARL;MIXTE;9
403200290000;CAMEROON VEHICLE MAINTENANCE;CREDIT;9
403200360000;ACS SARL;CREDIT;9
403200400000;WIRELESS TECHNOLOGY;CREDIT;9
403200571000;LAG/CRTV;CREDIT;9
403200572000;STEP INDUSTRY;CREDIT;9
403200573000;ETS LILU MULTISERVICES;CREDIT;9
403200630000;CICAM(DIVISION TISSUS);CREDIT;9
403200660000;ST VERONICA MEDICAL CENTRE;CREDIT;9
403200690000;TAMWO SAKEO;CREDIT;9
403200710000;INTER'ACTIVE CONSULTING;MIXTE;9
403200730000;DJIMMY SERVICES;CREDIT;9
403200740000;OWONA AFANDA VINCENT;CREDIT;9
403200750000;JOURNAL DE L'ECONOMIE;CREDIT;9
403200780000;ETS LKA (COMPUTER SERVICES & TRAINING);CREDIT;9
403200790000;ETS VIP EXPRESS SERVICE;CREDIT;9
403200830000;SACONET SA;CREDIT;9
403200840000;AIGLE VOYAGES;CREDIT;9
403200850000;EMIN-SECURITY SARL;CREDIT;9
403200890000;CABINET JOANN;CREDIT;9
403200970000;DAK GARDIENNAGE;CREDIT;9
403200980000;KUOH MOUKOURY;CREDIT;9
403200991000;SOPECAM;CREDIT;9
403200992100;A.E.K  LIQUIDATION ( BAILLEUR KRIBI );CREDIT;9
403201000000;SO.CI.LA.DRA;CREDIT;9
403201100000;SAMARITAN INSURANCE INC.;CREDIT;9
403203000000;ETS TSAGUE;CREDIT;9
403203300000;TRACTAFRIC MOTORS;CREDIT;9
403203310000;MEGATEC ELECTRONIC;CREDIT;9
403203311000;BEST CONSULTING;CREDIT;9
403203312000;SOTRABUS;CREDIT;9
403203313000;UNITED TRUCK SERVICES CAMEROUN;CREDIT;9
403203320000;BOIS MASSIF DU CAMEROUN;CREDIT;9
403203330000;ETS TEJECLO ELEC-TELECOM;CREDIT;9
403203334000;CA.NO.CAM;CREDIT;9
403203340000;SWECOM;CREDIT;9
403203350000;ME FOTSO MEKU TAGAKO B. S.;CREDIT;9
403203360000;AURA CAMEROUN;CREDIT;9
403203370000;MAITRE DONGMO CHAMBERS;CREDIT;9
403203371000;ME FOTSO KAMGA;CREDIT;9
403203372000;ME KAMAKO BIABO;CREDIT;9
403203373000;ME NGONGANG SIME;MIXTE;9
403203374000;ME YEMELE ERNESTINE;MIXTE;9
403203375000;ME EDIMO;MIXTE;9
403203380000;SERVICES MACHINERY TRUCKS(S.M.T);CREDIT;9
403203390000;SOCIETE GENERALE DE SURVEILLANCE;CREDIT;9
403203400000;COMETAL;CREDIT;9
403203401000;AXA CAMEROUN;CREDIT;9
403203402000;AREA ASSURANCES S.A;CREDIT;9
403203410000;GUCE;CREDIT;9
403203500000;DR TAKAM;CREDIT;9
403203700000;JOURNAL DES VILLAGES;CREDIT;9
403203900000;FOURNISSEURS FGX DIVERS;CREDIT;9
403204000000;FONDATION NZEKEYO-NONO;CREDIT;9
403204100000;CAMEROUN VEHICULE MULTI SERVICE;CREDIT;9
403204200000;MEZAM POLYCLINIC;CREDIT;9
403204300000;CLINIQUE SOUTHIA SARL;CREDIT;9
403204400000;HOPITAL REGIONAL EBOLOWA;CREDIT;9
403204500000;CREOLINK COMMUNICATIONS;CREDIT;9
403204600000;TNT SARL;CREDIT;9
403204700000;ETS CAAFIN;CREDIT;9
403204800000;CO.SE.TTRA SARL;CREDIT;9
403204900000;ABS SERVICES AND CONSULTING;CREDIT;9
403205000000;PRESTATAIRES DIVERS;CREDIT;9
403205100000;IMPRIMERIE GLORY;CREDIT;9
403205200000;CAMPOST;CREDIT;9
403205300000;ETS CAREAS;CREDIT;9
403205400000;CENTRE TECHNIQUE ELECTROMENAGER;CREDIT;9
403205500000;CABINET 'ARCHITECTURE KALOUPE;CREDIT;9
403205600000;STHY'S;CREDIT;9
403205700000;MTN CAMEROUN;CREDIT;9
403205800000;ETS FOFOU METAL;CREDIT;9
403205900000;COMPTOIRE DES SERVICES;CREDIT;9
403206000000;INFOGENIE;CREDIT;9
403206100000;ETS JULIA & FILS;CREDIT;9
403206200000;EMPREINTE;CREDIT;9
403206300000;AIR FRANCE;CREDIT;9
403206400000;EXPRESS EQUIPEMENTS & SERVICES;CREDIT;9
403206500000;EXPRESS SERVICES AND PRINT;CREDIT;9
403206600000;MENUISERIE NDE & FILS;CREDIT;9
403206700000;OXYGEN FOR BUSINESS;CREDIT;9
403206800000;LMT GROUP( AXESS) S.A;CREDIT;9
403206900000;KALFRELEC SARL (BTP);CREDIT;9
403207000000;MEGASOFT SARL;CREDIT;9
403207100000;CAMEROUN RECTIFICATION;CREDIT;9
403207200000;FOTSO ARMAND BLAISE;CREDIT;9
403207300000;SEIGNORI TCHAKO;CREDIT;9
403207400000;CIS ENGINEERING;CREDIT;9
403207500000;OVH.COM;CREDIT;9
403207600000;ETS TRAMAT;CREDIT;9
403207700000;ARFAJE;CREDIT;9
403207800000;LA FALAISE HOTELS;CREDIT;9
403207900000;ENTREPRISE DE BATIMENT & C.G;CREDIT;9
403208000000;NTEE;CREDIT;9
403208100000;TICE;CREDIT;9
403208200000;FOTSO ARMAND BLAISE;CREDIT;9
403208201000;MUKUM JOHN TECHE;CREDIT;9
403208300000;DILIGENCE SERVICES CONSULTING & ENGENEER;CREDIT;9
403208400000;CAMEROON TRACKING;CREDIT;9
403208500000;AXA;CREDIT;9
403208600000;A.E.K LIQUIDATION;CREDIT;9
403208700000;METALUCAM;CREDIT;9
403208800000;CARRIERE DU SUD SARL-CACAO;CREDIT;9
403208890000;JUMIA;CREDIT;9
403208900000;MELONG SIMON BFSSAM;CREDIT;9
403209000000;ETS INTERCOM;CREDIT;9
403209100000;ICRAFON;CREDIT;9
403209101000;SUPER TRONICS SARL;CREDIT;9
403209102000;BEE DIGITAL;CREDIT;9
403209103000;NOFIK COMPUTER SARL FGX;CREDIT;9
403209106000;CATRAMP;CREDIT;9
403209200000;GREEN CARTRIDGE;CREDIT;9
403209300000;COLORIX;CREDIT;9
403209400000;HILTON HOTEL;CREDIT;9
403209500000;PUBLI-TEM;CREDIT;9
403209600000;JBO-CLEANING;CREDIT;9
403209700000;SAAR;CREDIT;9
403209800000;CANAL2 INTERNATIONAL;CREDIT;9
403209900000;ETS EDJPACON;CREDIT;9
403209910000;EXPRESS INSURANCE;CREDIT;9
403209920000;CAMEROON LEASING ASSOCIATION;CREDIT;9
403209930000;ETS TOKO TCHUILEU;CREDIT;9
403209940000;IPERSAT CAMEROUN;CREDIT;9
403209950000;CABENO;CREDIT;9
403209960000;VISION CONFORT FGI;CREDIT;9
403209970000;ABEGA FGI;CREDIT;9
403209980000;VISION CONFORT FGI;CREDIT;9
403209990000;RELIANCE PLUS FGI;CREDIT;9
403209991000;ATLANTIQUE ASSURANCE CAMEROUN;CREDIT;9
403209992000;CLINIQUE DU BON SECOURS ( MAROUA );CREDIT;9
403209993000;EXPRESS UNION FGX;CREDIT;9
403209994000;SINTECH SARL;CREDIT;9
403209995000;ETS AMB;CREDIT;9
403209996000;ETS SATNAM;CREDIT;9
403209997000;IEDDK;CREDIT;9
403209998000;ETUDE MIMOSETTE ELAME BEA;MIXTE;9
403210000000;ETS INTECOM;CREDIT;9
403211000000;BLOOSAT;CREDIT;9
403211100000;CRTV ( C M A /GS);CREDIT;9
403211200000;CADCOM;CREDIT;9
403211300000;GS TELECOM;CREDIT;9
403211400000;A.V.S TELECOM;CREDIT;9
403211500000;SOCASABAF;CREDIT;9
403211600000;ARTI.AGRO.ELE;CREDIT;9
403211700000;BENEFICIAL LIFE;CREDIT;9
403211800000;CENTRE AUTO CAMEROUN SARL FGX;CREDIT;9
403211900000;NOFIK COMPUTER FGX;MIXTE;9
4033________;DETTES FOURNISSEURS;MIXTE;9
40330_______;EFFETS  A PAYER;Crédit;9
403300000100;EFFETS A PAYER  JANVIER;CREDIT;9
403300000200;EFFETS A PAYER  FEVRIER;CREDIT;9
403300000300;EFFETS A PAYER MARS;CREDIT;9
403300000400;EFFETS A PAYER  AVRIL;CREDIT;9
403300000500;EFFETS A PAYER MAI;CREDIT;9
403300000600;EFFETS A PAYER JUIN;CREDIT;9
403300000700;EFFETS A PAYER JUILLET;CREDIT;9
403300000800;EFFETS A PAYER AOUT ;CREDIT;9
403300000900;EFFETS A PAYER SEPTEMBRE;CREDIT;9
403300001000;EFFETS A PAYER OCTOBRE;CREDIT;9
403300001100;EFFETS  A PAYER NOVEMBRE;CREDIT;9
403300001200;EFFETS A PAYER DECEMBRE;CREDIT;9
40331_______;REGLT F/SSEUR <OU= 1MOIS;Crédit;9
403311000000;REGLT F/SSEUR M/SES;CREDIT;9
403312000000; REGLT F/SSEUR FRAIS GEN.;CREDIT;9
403313000000;REGLT F/SSEUR EFFET A P.;CREDIT;9
40332_______;REGLT F/SSEUR<OU= 3 MOIS;Crédit;9
403321000000;REGLT F/SSEUR MARCHANDISE;CREDIT;9
403322000000;REGLT F/SSEUR FRAIS GENER;CREDIT;9
403323000000;REGLT F/SSEUR EFFETS A P.;CREDIT;9
40333_______;REGLT F/SSEUR <OU= 6MOIS;Crédit;9
